"scenario","method","d","rep"
"B","UCell",0.473252147282348,61
"B","ssGSEA",8.12004540249881,62
"B","GSVA",10.8069172212866,62
"B","zscore",7.84505829475204,62
"B","AUCell",0,62
"B","UCell",0.258198889747157,62
"B","ssGSEA",9.39604949798624,63
"B","GSVA",13.1834546054053,63
"B","zscore",9.04672493699269,63
"B","AUCell",0,63
"B","UCell",0.275181235894758,63
"B","ssGSEA",7.7973397895275,64
"B","GSVA",11.3168685789879,64
"B","zscore",7.75173573361107,64
"B","AUCell",0,64
"B","UCell",0.258198889747159,64
"B","ssGSEA",8.54044942471876,65
"B","GSVA",13.473264965063,65
"B","zscore",8.70750707574543,65
"B","AUCell",0,65
"B","UCell",0.258198889747157,65
"B","ssGSEA",9.64659007100075,66
"B","GSVA",12.390947782857,66
"B","zscore",9.76903292499457,66
"B","AUCell",0,66
"B","UCell",0.258198889747174,66
"B","ssGSEA",8.94900242763747,67
"B","GSVA",14.7588226790733,67
"B","zscore",9.52706519646283,67
"B","AUCell",0,67
"B","UCell",0.310812261159158,67
"B","ssGSEA",8.5364497747852,68
"B","GSVA",12.5366734399694,68
"B","zscore",8.66169407984888,68
"B","AUCell",0,68
"B","UCell",0,68
"B","ssGSEA",10.4450804171267,69
"B","GSVA",14.8579102157652,69
"B","zscore",10.3223363975598,69
"B","AUCell",0,69
"B","UCell",0.258198889747164,69
"B","ssGSEA",9.12163835335642,70
"B","GSVA",14.1899026164751,70
"B","zscore",9.14048159487677,70
"B","AUCell",0,70
"B","UCell",0.478175962214359,70
"B","ssGSEA",8.81808912302099,71
"B","GSVA",14.95993792317,71
"B","zscore",8.704378283853,71
"B","AUCell",0,71
"B","UCell",0.258198889747159,71
"B","ssGSEA",10.1828503258532,72
"B","GSVA",14.8128565657061,72
"B","zscore",10.8347769802418,72
"B","AUCell",0,72
"B","UCell",0.272389610495136,72
"B","ssGSEA",8.91076794335416,73
"B","GSVA",13.7127580176555,73
"B","zscore",9.14276628852928,73
"B","AUCell",0,73
"B","UCell",0.300570415096785,73
"B","ssGSEA",8.75808938490638,74
"B","GSVA",14.7341976179135,74
"B","zscore",9.03005977775054,74
"B","AUCell",0,74
"B","UCell",0.349819209500666,74
"B","ssGSEA",8.17609862423265,75
"B","GSVA",13.846392957814,75
"B","zscore",8.70385469414006,75
"B","AUCell",0,75
"B","UCell",0,75
"B","ssGSEA",8.40679221689642,76
"B","GSVA",11.9079126128181,76
"B","zscore",8.65507978368944,76
"B","AUCell",0,76
"B","UCell",0.369679585759664,76
"B","ssGSEA",9.0941743998857,77
"B","GSVA",14.9712226346556,77
"B","zscore",9.7058287204475,77
"B","AUCell",0,77
"B","UCell",0,77
"B","ssGSEA",8.25164202619481,78
"B","GSVA",11.8255700404759,78
"B","zscore",8.32862435731322,78
"B","AUCell",0,78
"B","UCell",0,78
"B","ssGSEA",8.777324976788,79
"B","GSVA",12.7990307242737,79
"B","zscore",8.71861952024679,79
"B","AUCell",0,79
"B","UCell",0.293331366478018,79
"B","ssGSEA",8.17861139283885,80
"B","GSVA",11.9536588271709,80
"B","zscore",8.28363539886289,80
"B","AUCell",0,80
"B","UCell",0,80
"B","ssGSEA",8.95683970478357,81
"B","GSVA",12.4492567110563,81
"B","zscore",8.90545519030247,81
"B","AUCell",0,81
"B","UCell",0.422316166014354,81
"B","ssGSEA",8.25555277528668,82
"B","GSVA",11.8443906609937,82
"B","zscore",8.55844217698492,82
"B","AUCell",0,82
"B","UCell",0.328294242008498,82
"B","ssGSEA",7.83962809108828,83
"B","GSVA",10.6963866159867,83
"B","zscore",7.8193775319216,83
"B","AUCell",0,83
"B","UCell",0.291893352363125,83
"B","ssGSEA",9.01135490579561,84
"B","GSVA",12.5599634445273,84
"B","zscore",8.87246350161205,84
"B","AUCell",0,84
"B","UCell",0.395891073200534,84
"B","ssGSEA",10.1076931217085,85
"B","GSVA",14.6253420890531,85
"B","zscore",9.95487196861227,85
"B","AUCell",0,85
"B","UCell",0.258198889747166,85
"B","ssGSEA",9.87402401728135,86
"B","GSVA",15.2630378563423,86
"B","zscore",10.1077047330129,86
"B","AUCell",0,86
"B","UCell",0,86
"B","ssGSEA",9.25069004309107,87
"B","GSVA",13.7576615717802,87
"B","zscore",9.74543818003958,87
"B","AUCell",0,87
"B","UCell",0.258198889747159,87
"B","ssGSEA",9.66953460473396,88
"B","GSVA",14.2681328392835,88
"B","zscore",9.382490339777,88
"B","AUCell",0,88
"B","UCell",0.287016325122532,88
"B","ssGSEA",7.89111929304787,89
"B","GSVA",11.7568195645151,89
"B","zscore",8.11003695360798,89
"B","AUCell",0,89
"B","UCell",0,89
"B","ssGSEA",8.61820191391011,90
"B","GSVA",12.8022074810877,90
"B","zscore",9.01016913742649,90
"B","AUCell",0,90
"B","UCell",0.370755499491797,90
"B","ssGSEA",8.45989842007059,91
"B","GSVA",12.9662259128122,91
"B","zscore",8.83038065382756,91
"B","AUCell",0,91
"B","UCell",0.308472872550597,91
"B","ssGSEA",10.3562066810892,92
"B","GSVA",14.5325703860076,92
"B","zscore",10.5880040256033,92
"B","AUCell",0,92
"B","UCell",0.368886547970485,92
"B","ssGSEA",7.69986632484385,93
"B","GSVA",12.2661967493671,93
"B","zscore",7.80668706838822,93
"B","AUCell",0,93
"B","UCell",0.350297244277354,93
"B","ssGSEA",9.27083894630185,94
"B","GSVA",12.3828356094321,94
"B","zscore",9.13227102981554,94
"B","AUCell",0,94
"B","UCell",0,94
"B","ssGSEA",8.11995476391176,95
"B","GSVA",12.4678606241459,95
"B","zscore",8.63223916713071,95
"B","AUCell",0,95
"B","UCell",0.323596987694034,95
"B","ssGSEA",8.12433343039077,96
"B","GSVA",12.3066366449024,96
"B","zscore",7.96166045369026,96
"B","AUCell",0,96
"B","UCell",0.341916301564875,96
"B","ssGSEA",9.21452649460486,97
"B","GSVA",13.2612658620948,97
"B","zscore",9.58939868777845,97
"B","AUCell",0,97
"B","UCell",0,97
"B","ssGSEA",9.56517366347091,98
"B","GSVA",14.3805948078676,98
"B","zscore",10.0555076839524,98
"B","AUCell",0,98
"B","UCell",0,98
"B","ssGSEA",10.111134514577,99
"B","GSVA",13.9144827559277,99
"B","zscore",10.6987841651737,99
"B","AUCell",0,99
"B","UCell",0.258198889747242,99
"B","ssGSEA",8.53128293269012,100
"B","GSVA",11.7679351755162,100
"B","zscore",8.66003233774287,100
"B","AUCell",0,100
"B","UCell",0.258198889747163,100
"C","ssGSEA",7.19941093780721,1
"C","GSVA",13.7082141477049,1
"C","zscore",9.56115796887938,1
"C","AUCell",4.77306241397172,1
"C","UCell",7.20552430539312,1
"C","ssGSEA",5.46652684204688,2
"C","GSVA",10.7057388136171,2
"C","zscore",8.09774633231484,2
"C","AUCell",2.92286534111167,2
"C","UCell",5.47655275082818,2
"C","ssGSEA",5.37450725929299,3
"C","GSVA",10.4137939667933,3
"C","zscore",7.97068915990408,3
"C","AUCell",3.75807815366046,3
"C","UCell",5.36271082273452,3
"C","ssGSEA",6.72160401302399,4
"C","GSVA",14.1330973668528,4
"C","zscore",10.1355294457841,4
"C","AUCell",3.90258338322609,4
"C","UCell",6.71087081974597,4
"C","ssGSEA",6.21138348190958,5
"C","GSVA",12.7402930229914,5
"C","zscore",9.5637123911672,5
"C","AUCell",3.75113600578686,5
"C","UCell",6.22150321251177,5
"C","ssGSEA",7.18464373804902,6
"C","GSVA",15.8470631170901,6
"C","zscore",10.8153433744188,6
"C","AUCell",3.52974330341836,6
"C","UCell",7.19543169106803,6
"C","ssGSEA",6.15766482073474,7
"C","GSVA",12.919568385663,7
"C","zscore",8.80569754559953,7
"C","AUCell",4.04912653710035,7
"C","UCell",6.14335467124153,7
"C","ssGSEA",5.87689769148869,8
"C","GSVA",12.2879387031328,8
"C","zscore",8.84219704217303,8
"C","AUCell",4.37096589306465,8
"C","UCell",5.86906342168292,8
"C","ssGSEA",6.12424055638453,9
"C","GSVA",11.669613465474,9
"C","zscore",8.52249754739173,9
"C","AUCell",3.39038960431613,9
"C","UCell",6.15540300497191,9
"C","ssGSEA",6.35539946732808,10
"C","GSVA",15.7087761806868,10
"C","zscore",10.3390568405308,10
"C","AUCell",4.26880532662523,10
"C","UCell",6.35970215376805,10
"C","ssGSEA",6.57626295071995,11
"C","GSVA",11.6188952508802,11
"C","zscore",9.59555595394352,11
"C","AUCell",3.31465274324445,11
"C","UCell",6.57520539471616,11
"C","ssGSEA",5.26839237110606,12
"C","GSVA",10.02423617681,12
"C","zscore",7.65813334836982,12
"C","AUCell",3.74614248900716,12
"C","UCell",5.2526975543803,12
"C","ssGSEA",4.87686564803867,13
"C","GSVA",9.97118300546912,13
"C","zscore",7.44731756548274,13
"C","AUCell",3.75845420630138,13
"C","UCell",4.88122128894792,13
"C","ssGSEA",5.2935569660875,14
"C","GSVA",10.3484497951756,14
"C","zscore",8.33367130795046,14
"C","AUCell",3.49360411713848,14
"C","UCell",5.29848941181946,14
"C","ssGSEA",6.27919542480101,15
"C","GSVA",12.5163592109402,15
"C","zscore",8.58487643633546,15
"C","AUCell",3.97065517761602,15
"C","UCell",6.29406461757079,15
"C","ssGSEA",5.01762958502059,16
"C","GSVA",9.66660042410742,16
"C","zscore",7.69165345855672,16
"C","AUCell",2.8021197268127,16
"C","UCell",5.03182702639228,16
"C","ssGSEA",5.70077753168343,17
"C","GSVA",11.6109927120439,17
"C","zscore",8.41862470483495,17
"C","AUCell",4.36151293788562,17
"C","UCell",5.697584430581,17
"C","ssGSEA",5.7622976478206,18
"C","GSVA",12.9855150280007,18
"C","zscore",9.46933735861171,18
"C","AUCell",4.26679921803106,18
"C","UCell",5.75477692752215,18
"C","ssGSEA",6.6898846780601,19
"C","GSVA",12.028094321465,19
"C","zscore",8.85904241713007,19
"C","AUCell",3.58018278239474,19
"C","UCell",6.7004210448134,19
"C","ssGSEA",7.00651032522654,20
"C","GSVA",15.03130037483,20
"C","zscore",9.71024996643315,20
"C","AUCell",4.20736067560445,20
"C","UCell",7.02865675175074,20
"C","ssGSEA",5.79558440576784,21
"C","GSVA",11.475276269169,21
"C","zscore",8.8753418605659,21
"C","AUCell",4.21316033592514,21
"C","UCell",5.80045656730614,21
"C","ssGSEA",6.63746952783447,22
"C","GSVA",11.8577623036964,22
"C","zscore",10.0386235717625,22
"C","AUCell",4.6126793861714,22
"C","UCell",6.62522196266796,22
"C","ssGSEA",7.04685321164744,23
"C","GSVA",12.5334280869216,23
"C","zscore",9.62881366742797,23
"C","AUCell",3.94581320137271,23
"C","UCell",7.04401877569282,23
"C","ssGSEA",6.65555177280972,24
"C","GSVA",11.7317866337209,24
"C","zscore",9.63611891072516,24
"C","AUCell",4.83525139625747,24
"C","UCell",6.65279123997799,24
"C","ssGSEA",6.58087345152498,25
"C","GSVA",14.2230868831223,25
"C","zscore",9.6419302635657,25
"C","AUCell",5.02315173649249,25
"C","UCell",6.58021492410882,25
"C","ssGSEA",6.19858379631273,26
"C","GSVA",13.3984070334665,26
"C","zscore",9.45943243574484,26
"C","AUCell",4.16163924121519,26
"C","UCell",6.19778961247592,26
"C","ssGSEA",6.72629659140738,27
"C","GSVA",12.2561614083476,27
"C","zscore",8.92170534228371,27
"C","AUCell",4.05400461746496,27
"C","UCell",6.72727814468288,27
"C","ssGSEA",5.88135522043434,28
"C","GSVA",13.2265550689914,28
"C","zscore",9.67252128866261,28
"C","AUCell",3.34556705360512,28
"C","UCell",5.87616682447068,28
"C","ssGSEA",6.29618799927219,29
"C","GSVA",13.5074219513695,29
"C","zscore",9.65471796304265,29
"C","AUCell",4.04510167927337,29
"C","UCell",6.28266915041992,29
"C","ssGSEA",5.50368535471845,30
"C","GSVA",10.8547187752927,30
"C","zscore",8.21941523993088,30
"C","AUCell",3.46146303396489,30
"C","UCell",5.51439508420654,30
"C","ssGSEA",5.83444365691285,31
"C","GSVA",13.1811366585019,31
"C","zscore",8.77049207207703,31
"C","AUCell",3.40979659032699,31
"C","UCell",5.84742670797171,31
"C","ssGSEA",5.4559288493796,32
"C","GSVA",10.9452236627194,32
"C","zscore",7.82003865284543,32
"C","AUCell",3.49587550043598,32
"C","UCell",5.48663647479057,32
"C","ssGSEA",5.49955640733265,33
"C","GSVA",12.5556459363125,33
"C","zscore",8.83663543723629,33
"C","AUCell",3.64670126209229,33
"C","UCell",5.5056145497372,33
"C","ssGSEA",5.97760762376649,34
"C","GSVA",13.0701977630353,34
"C","zscore",8.85501513593482,34
"C","AUCell",4.63734368772661,34
"C","UCell",5.97224195969489,34
"C","ssGSEA",5.75140447549298,35
"C","GSVA",11.9680137791261,35
"C","zscore",8.5090399939333,35
"C","AUCell",3.65655521622853,35
"C","UCell",5.76595249233198,35
"C","ssGSEA",5.9735257862476,36
"C","GSVA",13.3570179209709,36
"C","zscore",8.96698408194936,36
"C","AUCell",4.46301104752675,36
"C","UCell",5.9606225068086,36
"C","ssGSEA",7.08441540854717,37
"C","GSVA",14.0970018116352,37
"C","zscore",9.57653450117169,37
"C","AUCell",4.04470719429596,37
"C","UCell",7.12330198730212,37
"C","ssGSEA",6.38656155385807,38
"C","GSVA",12.5495986294665,38
"C","zscore",9.64529194700873,38
"C","AUCell",4.53461054047392,38
"C","UCell",6.36712326244929,38
"C","ssGSEA",7.48399988297744,39
"C","GSVA",16.4338188856135,39
"C","zscore",11.779829769449,39
"C","AUCell",5.44791484311955,39
"C","UCell",7.46226912542671,39
"C","ssGSEA",5.67469005314134,40
"C","GSVA",10.8507736503702,40
"C","zscore",8.92842928565335,40
"C","AUCell",3.90003232171296,40
"C","UCell",5.67246557304803,40
"C","ssGSEA",6.55126540389367,41
"C","GSVA",13.1595385748444,41
"C","zscore",10.2857316687131,41
"C","AUCell",5.0551561097681,41
"C","UCell",6.55123700135731,41
"C","ssGSEA",6.36443770370916,42
"C","GSVA",15.1749718897759,42
"C","zscore",10.1676715508762,42
"C","AUCell",4.14722586110244,42
"C","UCell",6.37437176119557,42
"C","ssGSEA",5.87721953059224,43
"C","GSVA",11.3510356296126,43
"C","zscore",8.19031987821641,43
"C","AUCell",3.85846496844583,43
"C","UCell",5.87104706615763,43
"C","ssGSEA",6.91723535738518,44
"C","GSVA",14.7404847623574,44
"C","zscore",9.95366049222558,44
"C","AUCell",4.28678446875484,44
"C","UCell",6.92497673804704,44
"C","ssGSEA",6.57895963944753,45
"C","GSVA",11.379841799456,45
"C","zscore",9.34960234317662,45
"C","AUCell",3.7048984522979,45
"C","UCell",6.58339357544313,45
"C","ssGSEA",7.11592050627691,46
"C","GSVA",11.9206561449154,46
"C","zscore",10.2590928070092,46
"C","AUCell",4.07582518879636,46
"C","UCell",7.14039385949474,46
"C","ssGSEA",5.56002141395277,47
"C","GSVA",12.9541019460954,47
"C","zscore",8.81182983081291,47
"C","AUCell",3.50829322279986,47
"C","UCell",5.58066305689102,47
"C","ssGSEA",7.00914842180555,48
"C","GSVA",14.6712062202203,48
"C","zscore",9.86850492477092,48
"C","AUCell",4.37544610166765,48
"C","UCell",7.00810029486196,48
"C","ssGSEA",5.66719210505566,49
"C","GSVA",12.8858162438809,49
"C","zscore",8.93428131402635,49
"C","AUCell",4.64589536132833,49
"C","UCell",5.67774317792847,49
"C","ssGSEA",6.51800617273791,50
"C","GSVA",12.2301920014391,50
"C","zscore",9.0769685400843,50
"C","AUCell",3.42000582728319,50
"C","UCell",6.53841276285876,50
"C","ssGSEA",5.82856358694287,51
"C","GSVA",11.0380057697649,51
"C","zscore",8.31773887216238,51
"C","AUCell",3.60938733757732,51
"C","UCell",5.83618759652867,51
"C","ssGSEA",5.18684310665204,52
"C","GSVA",11.8141113483523,52
"C","zscore",7.73093421873003,52
"C","AUCell",3.30055013940446,52
"C","UCell",5.19089971392043,52
"C","ssGSEA",6.85343988341721,53
"C","GSVA",12.9687867183527,53
"C","zscore",10.3432317965602,53
"C","AUCell",3.90736423462884,53
"C","UCell",6.84874241437535,53
"C","ssGSEA",6.18920826900108,54
"C","GSVA",12.2901576796537,54
"C","zscore",9.69798653305604,54
"C","AUCell",4.08851020686943,54
"C","UCell",6.16385088236476,54
"C","ssGSEA",5.53612744948194,55
"C","GSVA",11.5616301864867,55
"C","zscore",8.39534280486913,55
"C","AUCell",3.13733128352429,55
"C","UCell",5.53985478638386,55
"C","ssGSEA",4.94323704730513,56
"C","GSVA",10.5981764639438,56
"C","zscore",7.85758169095696,56
"C","AUCell",3.46384706558514,56
"C","UCell",4.94315688381123,56
"C","ssGSEA",5.71429911064011,57
"C","GSVA",11.1496081314566,57
"C","zscore",8.79434165113547,57
"C","AUCell",3.43049229271944,57
"C","UCell",5.72732287361301,57
"C","ssGSEA",6.32624344134546,58
"C","GSVA",12.9581875021792,58
"C","zscore",9.33849393584652,58
"C","AUCell",3.56075328349241,58
"C","UCell",6.33094309740263,58
"C","ssGSEA",6.58123023219723,59
"C","GSVA",13.187927115717,59
"C","zscore",9.87404627436606,59
"C","AUCell",4.49795558865713,59
"C","UCell",6.60633588569242,59
"C","ssGSEA",8.41294785897814,60
"C","GSVA",16.9337066461539,60
"C","zscore",12.466838152186,60
"C","AUCell",4.36811429878832,60
"C","UCell",8.40556034314282,60
"C","ssGSEA",5.6410929420194,61
"C","GSVA",12.8319676875017,61
"C","zscore",8.91327583167571,61
"C","AUCell",4.39432627206348,61
"C","UCell",5.64466390109389,61
"C","ssGSEA",5.85857308864289,62
"C","GSVA",12.4082009227464,62
"C","zscore",8.92239378269321,62
"C","AUCell",3.78199022082533,62
"C","UCell",5.8663245056832,62
"C","ssGSEA",6.3337794745193,63
"C","GSVA",12.5027769030629,63
"C","zscore",9.31143115262815,63
"C","AUCell",3.74142899093189,63
"C","UCell",6.33874834716455,63
"C","ssGSEA",6.25171415586015,64
"C","GSVA",11.6589249013776,64
"C","zscore",9.03298030900449,64
"C","AUCell",3.10151475206549,64
"C","UCell",6.25403608231145,64
"C","ssGSEA",4.9075840936029,65
"C","GSVA",10.2329515602857,65
"C","zscore",7.67999498296008,65
"C","AUCell",3.14243148016067,65
"C","UCell",4.91099953259535,65
"C","ssGSEA",5.43402122421188,66
"C","GSVA",11.0259460128933,66
"C","zscore",8.1163405628404,66
"C","AUCell",3.91074492295051,66
"C","UCell",5.44859053086752,66
"C","ssGSEA",6.36736704634593,67
"C","GSVA",13.4285266886758,67
"C","zscore",9.59406416852509,67
"C","AUCell",3.92403827070524,67
"C","UCell",6.3811993865011,67
"C","ssGSEA",6.5820150546509,68
"C","GSVA",13.2746258817473,68
"C","zscore",9.89267411332312,68
"C","AUCell",4.40390380559306,68
"C","UCell",6.5668704981746,68
"C","ssGSEA",6.80147752513687,69
"C","GSVA",13.2900966752251,69
"C","zscore",10.3802891943858,69
"C","AUCell",4.68339415059847,69
"C","UCell",6.80438709810749,69
"C","ssGSEA",7.14537044182,70
"C","GSVA",15.9572197348471,70
"C","zscore",10.5249092182999,70
"C","AUCell",6.65850112939907,70
"C","UCell",7.10052198906266,70
"C","ssGSEA",6.38106649290541,71
"C","GSVA",12.751962940675,71
"C","zscore",9.20238047900455,71
"C","AUCell",3.78272214314142,71
"C","UCell",6.38896469583426,71
"C","ssGSEA",6.51382735953162,72
"C","GSVA",12.6072414169636,72
"C","zscore",9.67859641519824,72
"C","AUCell",3.97501186646202,72
"C","UCell",6.5376540020486,72
"C","ssGSEA",6.82495526222166,73
"C","GSVA",12.3537960841945,73
"C","zscore",9.01859518672193,73
"C","AUCell",3.94315100642166,73
"C","UCell",6.83009856275088,73
"C","ssGSEA",6.09137954337555,74
"C","GSVA",12.298712568316,74
"C","zscore",8.77064890245649,74
"C","AUCell",3.60890417212307,74
"C","UCell",6.09833739891215,74
"C","ssGSEA",5.57152322891236,75
"C","GSVA",10.3686206741241,75
"C","zscore",8.22579342125856,75
"C","AUCell",3.88042688314022,75
"C","UCell",5.55156975500887,75
"C","ssGSEA",5.53959992764111,76
"C","GSVA",10.0570562181152,76
"C","zscore",8.31827911897715,76
"C","AUCell",4.18303855324834,76
"C","UCell",5.53586944665256,76
"C","ssGSEA",6.52847551353422,77
"C","GSVA",12.5072061259711,77
"C","zscore",8.96028501321955,77
"C","AUCell",3.83325778965254,77
"C","UCell",6.53074934470436,77
"C","ssGSEA",6.11678342148904,78
"C","GSVA",12.1561426306507,78
"C","zscore",8.90768953943335,78
"C","AUCell",3.49355544702005,78
"C","UCell",6.12275664817751,78
"C","ssGSEA",5.41208278098469,79
"C","GSVA",11.4413429717562,79
"C","zscore",8.25915776416262,79
"C","AUCell",4.72023273549393,79
"C","UCell",5.40374944155456,79
"C","ssGSEA",5.70526714805042,80
"C","GSVA",12.6074650182675,80
"C","zscore",9.01003870982403,80
"C","AUCell",4.01387024032911,80
"C","UCell",5.71291402252934,80
"C","ssGSEA",5.30921827590296,81
"C","GSVA",10.5700655455034,81
"C","zscore",8.0927688620414,81
"C","AUCell",3.67966637637589,81
"C","UCell",5.31565154029296,81
"C","ssGSEA",6.37206253106576,82
"C","GSVA",13.8542283808954,82
"C","zscore",9.72764434218345,82
"C","AUCell",3.81132723158842,82
"C","UCell",6.38905189112336,82
"C","ssGSEA",6.61542480868053,83
"C","GSVA",14.5177381760868,83
"C","zscore",10.0881157619783,83
"C","AUCell",4.25370292972002,83
"C","UCell",6.62162201394844,83
"C","ssGSEA",6.75180490524687,84
"C","GSVA",14.1618836134889,84
"C","zscore",9.81684357575317,84
"C","AUCell",4.74815612219037,84
"C","UCell",6.75718353325476,84
"C","ssGSEA",6.25049046582908,85
"C","GSVA",12.1536156465138,85
"C","zscore",9.46903624376321,85
"C","AUCell",3.67928402487103,85
"C","UCell",6.26082113209647,85
"C","ssGSEA",5.92864485094207,86
"C","GSVA",12.2579277066288,86
"C","zscore",9.28949437199576,86
"C","AUCell",3.9093951130711,86
"C","UCell",5.92022849396116,86
"C","ssGSEA",6.98217556109897,87
"C","GSVA",12.4932534417864,87
"C","zscore",9.47711762403653,87
"C","AUCell",3.34253364573066,87
"C","UCell",6.97764999171236,87
"C","ssGSEA",6.80654428927877,88
"C","GSVA",12.044319433691,88
"C","zscore",9.21574722824319,88
"C","AUCell",4.57853636478822,88
"C","UCell",6.79692406215075,88
"C","ssGSEA",5.75424889155586,89
"C","GSVA",12.7381680946348,89
"C","zscore",8.87084651305017,89
"C","AUCell",4.55161652808615,89
"C","UCell",5.75018321480888,89
"C","ssGSEA",6.3236838279764,90
"C","GSVA",13.1709150517512,90
"C","zscore",9.2020373522123,90
"C","AUCell",4.08354192668167,90
"C","UCell",6.32179593491606,90
"C","ssGSEA",7.55182058347997,91
"C","GSVA",16.9898752776737,91
"C","zscore",10.7393130799741,91
"C","AUCell",5.07701373952455,91
"C","UCell",7.56017948236137,91
"C","ssGSEA",6.36857441381595,92
"C","GSVA",11.939729279993,92
"C","zscore",9.3819898878325,92
"C","AUCell",3.96307544085405,92
"C","UCell",6.3762282169187,92
"C","ssGSEA",5.90848776691668,93
"C","GSVA",12.017592308243,93
"C","zscore",9.14109143019404,93
"C","AUCell",3.8873018303281,93
"C","UCell",5.91404292350893,93
"C","ssGSEA",6.56192231370992,94
"C","GSVA",13.9756250837235,94
"C","zscore",9.51958224391006,94
"C","AUCell",4.03568478055428,94
"C","UCell",6.57169338354907,94
"C","ssGSEA",6.85212631018043,95
"C","GSVA",13.6762864078238,95
"C","zscore",10.0671656676431,95
"C","AUCell",4.25778794116529,95
"C","UCell",6.85558245444705,95
"C","ssGSEA",5.46895311366234,96
"C","GSVA",12.9726052328251,96
"C","zscore",8.12690443828924,96
"C","AUCell",4.0227415815998,96
"C","UCell",5.47088120671828,96
"C","ssGSEA",5.71604225314405,97
"C","GSVA",12.1075964141497,97
"C","zscore",8.65705659637651,97
"C","AUCell",4.46735718278117,97
"C","UCell",5.69850414437424,97
"C","ssGSEA",5.43706440953018,98
"C","GSVA",11.2460602943081,98
"C","zscore",7.72954277238991,98
"C","AUCell",3.15604776920948,98
"C","UCell",5.43803585780257,98
"C","ssGSEA",5.67307226721395,99
"C","GSVA",11.4747237664098,99
"C","zscore",8.72310129887188,99
"C","AUCell",3.48847175996507,99
"C","UCell",5.68888390008058,99
"C","ssGSEA",6.38767639503773,100
"C","GSVA",11.7869292359162,100
"C","zscore",8.96293414772477,100
"C","AUCell",3.99092414683109,100
"C","UCell",6.38392388711137,100
"D","ssGSEA",3.01101716318622,1
"D","GSVA",14.9124718816961,1
"D","zscore",11.0154440071386,1
"D","AUCell",0.492318759991116,1
"D","UCell",3.02354318483525,1
"D","ssGSEA",1.82493361700415,2
"D","GSVA",10.367619576498,2
"D","zscore",8.11790011169662,2
"D","AUCell",0.0408367685706725,2
"D","UCell",1.83195271320179,2
"D","ssGSEA",2.21783899643502,3
"D","GSVA",12.9390019579111,3
"D","zscore",10.9193693995054,3
"D","AUCell",-0.169917815734386,3
"D","UCell",2.21770696331849,3
"D","ssGSEA",2.47156714437268,4
"D","GSVA",12.3417517168775,4
"D","zscore",10.0212559231472,4
"D","AUCell",0.142929697846933,4
"D","UCell",2.48483798894227,4
"D","ssGSEA",2.03119506800086,5
"D","GSVA",10.5519753603597,5
"D","zscore",7.93113450280587,5
"D","AUCell",0.00800956517557254,5
"D","UCell",2.0443538412969,5
"D","ssGSEA",1.98975585894312,6
"D","GSVA",10.7538308543039,6
"D","zscore",8.38615030999975,6
"D","AUCell",0.275882972380914,6
"D","UCell",2.00356062281823,6
"D","ssGSEA",1.92199241817786,7
"D","GSVA",9.90552281315225,7
"D","zscore",8.05516675860388,7
"D","AUCell",0.092404564945543,7
"D","UCell",1.92971610317507,7
"D","ssGSEA",2.79215370856897,8
"D","GSVA",13.5772580217582,8
"D","zscore",9.63448721318296,8
"D","AUCell",0.558644153475401,8
"D","UCell",2.80360630587965,8
"D","ssGSEA",2.06027466014488,9
"D","GSVA",12.0704926740582,9
"D","zscore",9.60269968227182,9
"D","AUCell",-0.194803177472041,9
"D","UCell",2.06967234677461,9
"D","ssGSEA",2.2107528248184,10
"D","GSVA",10.6604345802414,10
"D","zscore",9.22398871923758,10
"D","AUCell",0.0706116011760774,10
"D","UCell",2.22511486045524,10
"D","ssGSEA",2.47088206356543,11
"D","GSVA",12.3370463497687,11
"D","zscore",9.6468237993674,11
"D","AUCell",0.278697720291,11
"D","UCell",2.47769531431318,11
"D","ssGSEA",2.59387780125634,12
"D","GSVA",11.9939550221029,12
"D","zscore",10.3565825063803,12
"D","AUCell",0.439716545680629,12
"D","UCell",2.6017526015671,12
"D","ssGSEA",2.142927403829,13
"D","GSVA",11.1480785315341,13
"D","zscore",8.83156564541541,13
"D","AUCell",0.025051597862117,13
"D","UCell",2.15311491323358,13
"D","ssGSEA",2.00185218687833,14
"D","GSVA",11.0111680939439,14
"D","zscore",8.0048229954715,14
"D","AUCell",-0.412594618258503,14
"D","UCell",2.02617844240724,14
"D","ssGSEA",2.27110273729352,15
"D","GSVA",13.181309315994,15
"D","zscore",9.58515003937267,15
"D","AUCell",-0.0597408435920528,15
"D","UCell",2.28683337586989,15
"D","ssGSEA",2.36917522684287,16
"D","GSVA",11.6442373771727,16
"D","zscore",9.5222649497377,16
"D","AUCell",0.36562155180422,16
"D","UCell",2.37554418065342,16
"D","ssGSEA",2.43361840837584,17
"D","GSVA",14.7406243455856,17
"D","zscore",9.83003756390561,17
"D","AUCell",0.083817665401462,17
"D","UCell",2.44694885586946,17
"D","ssGSEA",2.5527845184325,18
"D","GSVA",12.7089801107162,18
"D","zscore",9.99444392831239,18
"D","AUCell",0.118052064374463,18
"D","UCell",2.5626688584774,18
"D","ssGSEA",2.19455714991759,19
"D","GSVA",11.0657131569636,19
"D","zscore",8.37625503503504,19
"D","AUCell",0.377568177178498,19
"D","UCell",2.21004159060214,19
"D","ssGSEA",2.33988215364825,20
"D","GSVA",12.6943740726909,20
"D","zscore",10.0713722146626,20
